              value  count     ratio
           흉통,경련,기타      1  0.000080
     두통,그 밖의출혈,전신쇠약      1  0.000080
         요통,분만진통,화상      1  0.000080
       기타통증,저체온증,골절      1  0.000080
        고열,골절,경련/발작      1  0.000080
        두통,기타이물질,구토      1  0.000080
            토혈,저체온증      1  0.000080
      배뇨장애,기타이물질,변비      1  0.000080
        두통,요통,기타이물질      1  0.000080
         기타통증,토혈,기침      1  0.000080
           고열,기침,변비      1  0.000080
          복통,찰과상,혈변      1  0.000080
         분만진통,기타이물질      1  0.000080
         복통,저체온증,설사      1  0.000080
           복통,고열,골절      1  0.000080
         실신,심계항진,오심      1  0.000080
      흉통,비출혈,그 밖의출혈      1  0.000080
           실신,토혈,혈변      1  0.000080
         배뇨장애,설사,오심      1  0.000080
         두통,전신쇠약,화상      1  0.000080
           흉통,요통,고열      1  0.000080
           복통,변비,마비      1  0.000080
         기타통증,염좌,구토      1  0.000080
       흉통,실신,그 밖의출혈      1  0.000080
         실신,토혈,저체온증      1  0.000080
      기타통증,실신,가슴불편감      1  0.000080
       실신,고열,그 밖의출혈      1  0.000080
           요통,토혈,설사      1  0.000080
           흉통,실신,토혈      1  0.000080
      그 밖의출혈,타박상,구토      1  0.000080
         흉통,전신쇠약,마비      1  0.000080
         토혈,저체온증,혈변      1  0.000080
         요통,전신쇠약,혈변      1  0.000080
     호흡곤란,그 밖의출혈,기침      1  0.000080
         흉통,의식장애,열상      1  0.000080
           요통,실신,구토      1  0.000080
       비출혈,경련/발작,구토      1  0.000080
          복통,타박상,혈변      1  0.000080
         기타출혈,설사,오심      1  0.000080
         의식장애,구토,혈변      1  0.000080
       찰과상,기침,경련/발작      1  0.000080
     의식장애,그 밖의출혈,혈변      1  0.000080
       요통,기타통증,압궤손상      1  0.000080
         흉통,복통,정신장애      1  0.000080
       두통,기타통증,기타출혈      1  0.000080
       흉통,호흡곤란,기타출혈      1  0.000080
        의식장애,찰과상,오심      1  0.000080
       복통,압궤손상,어지러움      1  0.000080
         흉통,심계항진,기침      1  0.000080
           실신,토혈,구토      1  0.000080
       복통,그 밖의출혈,기침      1  0.000080
              두통,화상      1  0.000080
            두통,분만진통      1  0.000080
       복통,타박상,경련/발작      1  0.000080
         배뇨장애,기타,혈변      1  0.000080
       기타통증,고열,압궤손상      1  0.000080
      기타통증,기침,가슴불편감      1  0.000080
       기타통증,정신장애,구토      1  0.000080
       그 밖의출혈,열상,기침      1  0.000080
        흉통,고열,가슴불편감      1  0.000080
           요통,열상,기침      1  0.000080
           토혈,열상,혈변      1  0.000080
         기타통증,객혈,마비      1  0.000080
   호흡곤란,그 밖의출혈,어지러움      1  0.000080
       열상,찰과상,가슴불편감      1  0.000080
      심계항진,호흡곤란,타박상      1  0.000080
        찰과상,전신쇠약,마비      1  0.000080
     분만진통,그 밖의출혈,기타      1  0.000080
         골절,전신쇠약,마비      1  0.000080
   그 밖의출혈,전신쇠약,압궤손상      1  0.000080
       기타통증,의식장애,혈변      1  0.000080
        찰과상,전신쇠약,기침      1  0.000080
        토혈,타박상,어지러움      1  0.000080
          객혈,타박상,기침      1  0.000080
          비출혈,고열,열상      1  0.000080
        비출혈,호흡곤란,기침      1  0.000080
           고열,화상,기침      1  0.000080
       그 밖의출혈,기침,혈변      1  0.000080
      변비,어지러움,가슴불편감      1  0.000080
         정신장애,열상,기침      1  0.000080
       의식장애,변비,어지러움      1  0.000080
   정신장애,배뇨장애,그 밖의출혈      1  0.000080
       실신,저체온증,어지러움      1  0.000080
    호흡곤란,전신쇠약,경련/발작      1  0.000080
       배뇨장애,기침,어지러움      1  0.000080
        기타,경련/발작,혈변      1  0.000080
       의식장애,배뇨장애,구토      1  0.000080
           요통,기침,오심      1  0.000080
       기타통증,배뇨장애,기침      1  0.000080
         요통,정신장애,염좌      1  0.000080
         정신장애,설사,구토      1  0.000080
         호흡곤란,염좌,기타      1  0.000080
         흉통,어지러움,혈변      1  0.000080
       심계항진,전신쇠약,설사      1  0.000080
         의식장애,실신,설사      1  0.000080
        흉통,요통,가슴불편감      1  0.000080
      열상,어지러움,가슴불편감      1  0.000080
         정신장애,오심,혈변      1  0.000080
         기타통증,변비,오심      1  0.000080
           토혈,고열,오심      1  0.000080
          고열,찰과상,화상      1  0.000080
       심계항진,호흡곤란,토혈      1  0.000080
       의식장애,압궤손상,마비      1  0.000080
         객혈,배뇨장애,기타      1  0.000080
           실신,염좌,열상      1  0.000080
         흉통,어지러움,마비      1  0.000080
         객혈,배뇨장애,고열      1  0.000080
           흉통,구토,혈변      1  0.000080
         두통,호흡곤란,변비      1  0.000080
         복통,염좌,전신쇠약      1  0.000080
       비출혈,기침,가슴불편감      1  0.000080
       두통,비출혈,경련/발작      1  0.000080
           실신,열상,마비      1  0.000080
     의식장애,심계항진,전신쇠약      1  0.000080
      기타이물질,기침,어지러움      1  0.000080
      그 밖의출혈,찰과상,마비      1  0.000080
           흉통,요통,기침      1  0.000080
       기타통증,의식장애,마비      1  0.000080
         기타통증,열상,기침      1  0.000080
           복통,절단,구토      1  0.000080
         흉통,심계항진,염좌      1  0.000080
          비출혈,고열,설사      1  0.000080
      기타출혈,기타,가슴불편감      1  0.000080
         복통,저체온증,구토      1  0.000080
              흉통,화상      1  0.000080
       호흡곤란,골절,어지러움      1  0.000080
        염좌,가슴불편감,오심      1  0.000080
         두통,기타통증,절단      1  0.000080
       기타통증,실신,기타출혈      1  0.000080
          비출혈,기타,마비      1  0.000080
        복통,요통,기타이물질      1  0.000080
   그밖의통증기타,전신쇠약,타박상      1  0.000080
         복통,실신,기타출혈      1  0.000080
      의식장애,화상,경련/발작      1  0.000080
        의식장애,비출혈,오심      1  0.000080
      전신쇠약,가슴불편감,혈변      1  0.000080
         호흡곤란,골절,탈구      1  0.000080
           골절,염좌,기침      1  0.000080
      복통,그밖의통증기타,설사      1  0.000080
    기타출혈,어지러움,경련/발작      1  0.000080
           요통,열상,구토      1  0.000080
      의식장애,비출혈,저체온증      1  0.000080
      복통,배뇨장애,가슴불편감      1  0.000080
       토혈,그 밖의출혈,구토      1  0.000080
          고열,타박상,설사      1  0.000080
    요통,그밖의통증기타,어지러움      1  0.000080
       의식장애,실신,저체온증      1  0.000080
          토혈,찰과상,기타      1  0.000080
        심계항진,고열,찰과상      1  0.000080
       실신,배뇨장애,전신쇠약      1  0.000080
         실신,심계항진,열상      1  0.000080
       호흡곤란,분만진통,기침      1  0.000080
  두통,그 밖의출혈,그밖의통증기타      1  0.000080
         객혈,전신쇠약,설사      1  0.000080
         기도이물,화상,기침      1  0.000080
        실신,열상,가슴불편감      1  0.000080
       실신,비출혈,경련/발작      1  0.000080
       호흡정지,호흡곤란,고열      1  0.000080
          고열,찰과상,기침      1  0.000080
       저체온증,고열,전신쇠약      1  0.000080
         두통,저체온증,설사      1  0.000080
         두통,저체온증,고열      1  0.000080
         흉통,변비,어지러움      1  0.000080
       기도이물,전신쇠약,오심      1  0.000080
      그 밖의출혈,타박상,마비      1  0.000080
       의식장애,호흡정지,열상      1  0.000080
       심계항진,그밖의통증기타      1  0.000080
          토혈,타박상,구토      1  0.000080
        흉통,비출혈,어지러움      1  0.000080
         두통,흉통,기도이물      1  0.000080
         의식장애,염좌,열상      1  0.000080
           객혈,기타,혈변      1  0.000080
    복통,그밖의통증기타,전신쇠약      1  0.000080
     요통,의식장애,그 밖의출혈      1  0.000080
       열상,타박상,가슴불편감      1  0.000080
       요통,정신장애,어지러움      1  0.000080
        타박상,어지러움,마비      1  0.000080
         두통,호흡곤란,토혈      1  0.000080
         두통,심계항진,토혈      1  0.000080
         두통,실신,경추통증      1  0.000080
         고열,변비,어지러움      1  0.000080
       두통,호흡곤란,배뇨장애      1  0.000080
  기타통증,호흡정지,그밖의통증기타      1  0.000080
      전신쇠약,경련/발작,혈변      1  0.000080
         요통,배뇨장애,마비      1  0.000080
      심정지,호흡정지,분만진통      1  0.000080
        기타,가슴불편감,마비      1  0.000080
          골절,찰과상,오심      1  0.000080
           설사,변비,혈변      1  0.000080
        흉통,설사,가슴불편감      1  0.000080
           요통,오심,마비      1  0.000080
       요통,기타출혈,어지러움      1  0.000080
       흉통,정신장애,전신쇠약      1  0.000080
         기타출혈,고열,기침      1  0.000080
      요통,실신,그밖의통증기타      1  0.000080
         두통,정신장애,기침      1  0.000080
       기타통증,토혈,배뇨장애      1  0.000080
           복통,경련,설사      1  0.000080
      복통,심계항진,오심/구토      1  0.000080
         요통,고열,사지마비      1  0.000080
           복통,발작,설사      1  0.000080
           요통,발작,기타      1  0.000080
         기타통증,토혈,설사      1  0.000080
      오심/구토,기타,사지마비      1  0.000080
       요통,오심/구토,편마비      1  0.000080
        객혈,어지러움,편마비      1  0.000080
         두통,골절,전신쇠약      1  0.000080
          심정지,골절,기타      1  0.000080
           토혈,기타이물질      1  0.000080
     토혈,저체온증,그 밖의출혈      1  0.000080
         기타통증,토혈,염좌      1  0.000080
        복통,객혈,오심/구토      1  0.000080
           두통,발작,기타      1  0.000080
         복통,의식장애,객혈      1  0.000080
       기타통증,호흡곤란,화상      1  0.000080
        의식장애,심정지,기타      1  0.000080
            저체온증,설사      1  0.000080
       비출혈,고열,기타이물질      1  0.000080
     오심/구토,저체온증,찰과상      1  0.000080
  정신장애,오심/구토,그 밖의출혈      1  0.000080
     의식장애,기도이물,전신쇠약      1  0.000080
           흉통,실신,경련      1  0.000080
     의식장애,그 밖의출혈,설사      1  0.000080
       의식장애,염좌,전신쇠약      1  0.000080
         호흡곤란,토혈,설사      1  0.000080
        의식장애,염좌,타박상      1  0.000080
          비출혈,경련,열상      1  0.000080
        배뇨장애,고열,찰과상      1  0.000080
       두통,전신쇠약,사지마비      1  0.000080
        전신쇠약,타박상,설사      1  0.000080
           분만진통,편마비      1  0.000080
        두통,오심/구토,변비      1  0.000080
    오심/구토,기타출혈,어지러움      1  0.000080
       발작,전신쇠약,어지러움      1  0.000080
        복통,기타통증,편마비      1  0.000080
       기타통증,의식장애,토혈      1  0.000080
    의식장애,정신장애,오심/구토      1  0.000080
        기타이물질,골절,기타      1  0.000080
   기타통증,오심/구토,기타이물질      1  0.000080
        의식장애,염좌,찰과상      1  0.000080
           복통,요통,객혈      1  0.000080
        오심/구토,골절,기타      1  0.000080
       기타통증,변비,어지러움      1  0.000080
       실신,경련,그 밖의출혈      1  0.000080
           발작,토혈,경련      1  0.000080
       의식장애,타박상,편마비      1  0.000080
       오심/구토,고열,편마비      1  0.000080
     비출혈,오심/구토,어지러움      1  0.000080
   오심/구토,기타이물질,어지러움      1  0.000080
         비출혈,타박상,설사      1  0.000080
      의식장애,토혈,기타이물질      1  0.000080
          토혈,염좌,찰과상      1  0.000080
       복통,오심/구토,편마비      1  0.000080
          의식장애,분만진통      1  0.000080
    오심/구토,저체온증,전신쇠약      1  0.000080
            심계항진,토혈      1  0.000080
      그 밖의출혈,기타,편마비      1  0.000080
            흉통,기도이물      1  0.000080
             탈구,편마비      1  0.000080
            실신,사지마비      1  0.000080
         실신,심계항진,고열      1  0.000080
         그 밖의출혈,편마비      1  0.000080
        기타통증,비출혈,기침      1  0.000080
       발작,경련,그 밖의출혈      1  0.000080
        경련,찰과상,어지러움      1  0.000080
       의식장애,심계항진,토혈      1  0.000080
          경련,열상,타박상      1  0.000080
         실신,객혈,어지러움      1  0.000080
        기타통증,찰과상,기침      1  0.000080
    오심/구토,저체온증,어지러움      1  0.000080
         배뇨장애,기타,설사      1  0.000080
      요통,호흡곤란,오심/구토      1  0.000080
           고열,염좌,열상      1  0.000080
           탈구,열상,기타      1  0.000080
     의식장애,그 밖의출혈,탈구      1  0.000080
        복통,저체온증,찰과상      1  0.000080
             객혈,타박상      1  0.000080
     기타통증,의식장애,저체온증      1  0.000080
      기타통증,기타이물질,혈변      1  0.000080
           실신,기타,변비      1  0.000080
         두통,저체온증,기타      1  0.000080
         의식장애,기타,절단      1  0.000080
         흉통,기타통증,설사      1  0.000080
      호흡곤란,기타이물질,마비      1  0.000080
      배뇨장애,고열,기타이물질      1  0.000080
        두통,흉통,기타이물질      1  0.000080
       기타통증,실신,배뇨장애      1  0.000080
      정신장애,기타이물질,기침      1  0.000080
         기타통증,기침,설사      1  0.000080
      흉통,의식장애,가슴불편감      1  0.000080
       두통,의식장애,배뇨장애      1  0.000080
    그 밖의출혈,기타,가슴불편감      1  0.000080
          열상,타박상,화상      1  0.000080
      요통,비출혈,그 밖의출혈      1  0.000080
         호흡곤란,객혈,구토      1  0.000080
     찰과상,전신쇠약,가슴불편감      1  0.000080
         요통,기타통증,변비      1  0.000080
         기타통증,변비,혈변      1  0.000080
        흉통,복통,경련/발작      1  0.000080
       정신장애,토혈,전신쇠약      1  0.000080
         염좌,전신쇠약,구토      1  0.000080
      호흡곤란,가슴불편감,마비      1  0.000080
           고열,탈구,기타      1  0.000080
           골절,열상,구토      1  0.000080
         배뇨장애,고열,열상      1  0.000080
           복통,골절,열상      1  0.000080
      의식장애,골절,경련/발작      1  0.000080
      토혈,어지러움,가슴불편감      1  0.000080
         기타통증,열상,혈변      1  0.000080
           실신,설사,혈변      1  0.000080
        두통,설사,경련/발작      1  0.000080
           골절,기타,기침      1  0.000080
           흉통,토혈,기타      1  0.000080
     의식장애,전신쇠약,압궤손상      1  0.000080
         복통,기타통증,마비      1  0.000080
       그 밖의출혈,구토,마비      1  0.000080
       고열,그 밖의출혈,골절      1  0.000080
       정신장애,기도이물,기타      1  0.000080
            기도이물,마비      1  0.000080
           골절,기타,마비      1  0.000080
             심정지,변비      1  0.000080
       호흡곤란,분만진통,고열      1  0.000080
        기침,가슴불편감,오심      1  0.000080
          실신,비출혈,염좌      1  0.000080
  기타통증,그 밖의출혈,가슴불편감      1  0.000080
      복통,비출혈,그 밖의출혈      1  0.000080
        흉통,기침,가슴불편감      1  0.000080
      복통,호흡곤란,기타이물질      1  0.000080
         비출혈,찰과상,구토      1  0.000080
          비출혈,토혈,기타      1  0.000080
        요통,실신,가슴불편감      1  0.000080
       의식장애,심정지,타박상      1  0.000080
           두통,변비,구토      1  0.000080
         기타통증,탈구,오심      1  0.000080
        복통,의식장애,타박상      1  0.000080
        토혈,고열,경련/발작      1  0.000080
          요통,찰과상,기침      1  0.000080
           토혈,기침,구토      1  0.000080
       실신,정신장애,호흡곤란      1  0.000080
       의식장애,기타출혈,고열      1  0.000080
         화상,어지러움,오심      1  0.000080
          고열,골절,타박상      1  0.000080
       호흡곤란,기타출혈,고열      1  0.000080
         복통,기도이물,기침      1  0.000080
        실신,비출혈,저체온증      1  0.000080
       요통,호흡곤란,저체온증      1  0.000080
         두통,복통,기도이물      1  0.000080
       두통,호흡곤란,기도이물      1  0.000080
           골절,기타,오심      1  0.000080
      어지러움,경련/발작,마비      1  0.000080
       복통,호흡곤란,기도이물      1  0.000080
           흉통,토혈,혈변      1  0.000080
           실신,기침,구토      1  0.000080
       의식장애,정신장애,오심      1  0.000080
     정신장애,호흡곤란,기도이물      1  0.000080
     그 밖의출혈,변비,어지러움      1  0.000080
       토혈,저체온증,전신쇠약      1  0.000080
         호흡곤란,객혈,오심      1  0.000080
         열상,기침,어지러움      1  0.000080
       의식장애,기도이물,기침      1  0.000080
         골절,어지러움,구토      1  0.000080
         의식장애,변비,마비      1  0.000080
           기타이물질,화상      1  0.000080
       흉통,기도이물,전신쇠약      1  0.000080
             타박상,변비      1  0.000080
            기도이물,탈구      1  0.000080
          복통,비출혈,변비      1  0.000080
           두통,고열,혈변      1  0.000080
            흉통,기타출혈      1  0.000080
         두통,정신장애,열상      1  0.000080
         흉통,의식장애,객혈      1  0.000080
        정신장애,골절,타박상      1  0.000080
         호흡곤란,변비,오심      1  0.000080
         기타출혈,기타,변비      1  0.000080
         토혈,배뇨장애,혈변      1  0.000080
         실신,염좌,어지러움      1  0.000080
       요통,그 밖의출혈,오심      1  0.000080
         의식장애,염좌,기타      1  0.000080
           요통,객혈,기침      1  0.000080
        호흡곤란,고열,타박상      1  0.000080
         토혈,배뇨장애,기타      1  0.000080
      심정지,심계항진,호흡정지      1  0.000080
       요통,찰과상,가슴불편감      1  0.000080
        심정지,호흡정지,탈구      1  0.000080
        복통,열상,가슴불편감      1  0.000080
     의식장애,심계항진,어지러움      1  0.000080
          요통,비출혈,기타      1  0.000080
        요통,의식장애,타박상      1  0.000080
         의식장애,고열,염좌      1  0.000080
      복통,배뇨장애,경련/발작      1  0.000080
        고열,열상,경련/발작      1  0.000080
         기타,화상,어지러움      1  0.000080
           복통,고열,탈구      1  0.000080
          실신,비출혈,토혈      1  0.000080
      의식장애,실신,가슴불편감      1  0.000080
           두통,열상,마비      1  0.000080
         탈구,염좌,전신쇠약      1  0.000080
        비출혈,골절,어지러움      1  0.000080
           객혈,기타,변비      1  0.000080
       심계항진,기타출혈,설사      1  0.000080
           복통,열상,변비      1  0.000080
          요통,탈구,찰과상      1  0.000080
       심계항진,배뇨장애,기타      1  0.000080
       정신장애,변비,어지러움      1  0.000080
    호흡곤란,기도이물,경련/발작      1  0.000080
        흉통,의식장애,심정지      1  0.000080
     두통,가슴불편감,경련/발작      1  0.000080
   의식장애,가슴불편감,경련/발작      1  0.000080
          복통,객혈,찰과상      1  0.000080
       찰과상,경련/발작,구토      1  0.000080
     고열,찰과상,그밖의통증기타      1  0.000080
      실신,분만진통,경련/발작      1  0.000080
           두통,요통,마비      1  0.000080
        골절,열상,경련/발작      1  0.000080
          흉통,실신,심정지      1  0.000080
        전신쇠약,타박상,화상      1  0.000080
    호흡곤란,그밖의통증기타,기타      1  0.000080
            고열,압궤손상      1  0.000080
    의식장애,어지러움,가슴불편감      1  0.000080
         두통,배뇨장애,변비      1  0.000080
        복통,비출혈,기타출혈      1  0.000080
          비출혈,기타,혈변      1  0.000080
         흉통,비출혈,심정지      1  0.000080
         흉통,비출혈,타박상      1  0.000080
         호흡정지,고열,기타      1  0.000080
         요통,호흡곤란,구토      1  0.000080
          복통,타박상,설사      1  0.000080
         복통,정신장애,토혈      1  0.000080
           고열,탈구,기침      1  0.000080
      흉통,그밖의통증기타,혈변      1  0.000080
        심계항진,골절,타박상      1  0.000080
           실신,골절,오심      1  0.000080
        흉통,심정지,호흡곤란      1  0.000080
      흉통,정신장애,가슴불편감      1  0.000080
         요통,토혈,전신쇠약      1  0.000080
      흉통,복통,그밖의통증기타      1  0.000080
       복통,의식장애,배뇨장애      1  0.000080
        흉통,객혈,가슴불편감      1  0.000080
     호흡곤란,타박상,가슴불편감      1  0.000080
        열상,기타,가슴불편감      1  0.000080
        비출혈,기침,어지러움      1  0.000080
         골절,기타,압궤손상      1  0.000080
      복통,그밖의통증기타,구토      1  0.000080
     찰과상,어지러움,가슴불편감      1  0.000080
        기타,변비,가슴불편감      1  0.000080
        비출혈,전신쇠약,설사      1  0.000080
        심정지,변비,어지러움      1  0.000080
         복통,기타출혈,혈변      1  0.000080
   의식장애,기도이물,그 밖의출혈      1  0.000080
          복통,토혈,타박상      1  0.000080
     기도이물,기타출혈,어지러움      1  0.000080
        호흡곤란,골절,타박상      1  0.000080
       두통,비출혈,기타이물질      1  0.000080
          복통,비출혈,오심      1  0.000080
       의식장애,기도이물,구토      1  0.000080
        흉통,토혈,가슴불편감      1  0.000080
           두통,흉통,염좌      1  0.000080
       의식장애,실신,기도이물      1  0.000080
           객혈,토혈,오심      1  0.000080
        심정지,호흡곤란,경련      1  0.000080
          정신장애,기도이물      1  0.000080
       실신,저체온증,전신쇠약      1  0.000080
           발작,토혈,기타      1  0.000080
       기타통증,기도이물,설사      1  0.000080
      그 밖의출혈,열상,편마비      1  0.000080
       호흡곤란,경련,전신쇠약      1  0.000080
     두통,오심/구토,기타이물질      1  0.000080
        흉통,기타이물질,기타      1  0.000080
         두통,흉통,저체온증      1  0.000080
      토혈,오심/구토,배뇨장애      1  0.000080
          객혈,기타,편마비      1  0.000080
          실신,경련,찰과상      1  0.000080
      실신,오심/구토,배뇨장애      1  0.000080
      정신장애,오심/구토,변비      1  0.000080
       실신,그 밖의출혈,설사      1  0.000080
           두통,발작,열상      1  0.000080
         흉통,배뇨장애,기타      1  0.000080
        기타이물질,기타,기침      1  0.000080
             변비,편마비      1  0.000080
        요통,오심/구토,기침      1  0.000080
        요통,의식장애,편마비      1  0.000080
      의식장애,오심/구토,골절      1  0.000080
           객혈,토혈,고열      1  0.000080
      기타통증,편마비,사지마비      1  0.000080
      오심/구토,기타출혈,기타      1  0.000080
       그 밖의출혈,열상,화상      1  0.000080
         찰과상,타박상,화상      1  0.000080
      요통,심계항진,오심/구토      1  0.000080
       기타통증,의식장애,화상      1  0.000080
          비출혈,고열,골절      1  0.000080
          그 밖의출혈,탈구      1  0.000080
     기타통증,오심/구토,편마비      1  0.000080
       의식장애,전신쇠약,변비      1  0.000080
    요통,오심/구토,그 밖의출혈      1  0.000080
         실신,찰과상,편마비      1  0.000080
        경련,어지러움,편마비      1  0.000080
         실신,배뇨장애,열상      1  0.000080
        요통,전신쇠약,편마비      1  0.000080
        오심/구토,골절,열상      1  0.000080
         기타통증,경련,골절      1  0.000080
           흉통,실신,고열      1  0.000080
   기타통증,기도이물,그 밖의출혈      1  0.000080
   의식장애,오심/구토,기타이물질      1  0.000080
         기타출혈,경련,기타      1  0.000080
      정신장애,오심/구토,기침      1  0.000080
  기도이물,오심/구토,그 밖의출혈      1  0.000080
       비출혈,오심/구토,골절      1  0.000080
   의식장애,그 밖의출혈,전신쇠약      1  0.000080
       기타통증,타박상,편마비      1  0.000080
       비출혈,오심/구토,열상      1  0.000080
     기타통증,기도이물,전신쇠약      1  0.000080
      기타통증,객혈,오심/구토      1  0.000080
     호흡곤란,그 밖의출혈,설사      1  0.000080
         요통,기타,사지마비      1  0.000080
     그 밖의출혈,열상,사지마비      1  0.000080
         실신,경련,어지러움      1  0.000080
      흉통,의식장애,오심/구토      1  0.000080
         흉통,고열,사지마비      1  0.000080
      경련,그 밖의출혈,찰과상      1  0.000080
       복통,기타통증,정신장애      1  0.000080
          경련,기타,편마비      1  0.000080
     오심/구토,배뇨장애,편마비      1  0.000080
         복통,의식장애,열상      1  0.000080
        토혈,기타,경련/발작      1  0.000080
             비출혈,변비      1  0.000080
        의식장애,타박상,설사      1  0.000080
           두통,기타,변비      1  0.000080
           열상,기타,화상      1  0.000080
         저체온증,기타,마비      1  0.000080
      실신,기타이물질,어지러움      1  0.000080
       심계항진,전신쇠약,기침      1  0.000080
     의식장애,기타출혈,전신쇠약      1  0.000080
        실신,경련/발작,혈변      1  0.000080
         실신,배뇨장애,기타      1  0.000080
      기타통증,기타이물질,탈구      1  0.000080
           열상,기타,절단      1  0.000080
       두통,정신장애,심계항진      1  0.000080
         기도이물,가슴불편감      1  0.000080
       기타이물질,찰과상,기타      1  0.000080
      비출혈,기타출혈,어지러움      1  0.000080
    정신장애,그 밖의출혈,찰과상      1  0.000080
         실신,정신장애,고열      1  0.000080
        의식장애,비출혈,구토      1  0.000080
         복통,비출혈,심정지      1  0.000080
          찰과상,기타,설사      1  0.000080
       저체온증,전신쇠약,오심      1  0.000080
         배뇨장애,변비,오심      1  0.000080
      정신장애,찰과상,어지러움      1  0.000080
         기도이물,고열,오심      1  0.000080
         두통,요통,정신장애      1  0.000080
       배뇨장애,기타출혈,고열      1  0.000080
         실신,저체온증,기타      1  0.000080
       비출혈,경련/발작,오심      1  0.000080
       분만진통,어지러움,오심      1  0.000080
    기타통증,기타이물질,경추통증      1  0.000080
       기타통증,어지러움,혈변      1  0.000080
        비출혈,설사,어지러움      1  0.000080
          비출혈,가슴불편감      1  0.000080
        흉통,기타,경련/발작      1  0.000080
           기타,기침,혈변      1  0.000080
       의식장애,실신,정신장애      1  0.000080
         저체온증,기타,오심      1  0.000080
         호흡곤란,고열,혈변      1  0.000080
         열상,설사,어지러움      1  0.000080
           고열,열상,기침      1  0.000080
        찰과상,전신쇠약,설사      1  0.000080
      열상,전신쇠약,경련/발작      1  0.000080
           염좌,기타,오심      1  0.000080
        두통,열상,가슴불편감      1  0.000080
          비출혈,객혈,기타      1  0.000080
       기타통증,분만진통,고열      1  0.000080
        찰과상,전신쇠약,변비      1  0.000080
           흉통,객혈,구토      1  0.000080
      분만진통,타박상,어지러움      1  0.000080
          기도이물,어지러움      1  0.000080
          실신,비출혈,설사      1  0.000080
        비출혈,배뇨장애,기타      1  0.000080
       요통,호흡곤란,배뇨장애      1  0.000080
           복통,객혈,고열      1  0.000080
       정신장애,전신쇠약,기침      1  0.000080
        실신,기침,경련/발작      1  0.000080
     실신,저체온증,그 밖의출혈      1  0.000080
         흉통,심계항진,구토      1  0.000080
       호흡곤란,골절,전신쇠약      1  0.000080
    정신장애,심계항진,가슴불편감      1  0.000080
           두통,흉통,혈변      1  0.000080
    호흡곤란,그 밖의출혈,찰과상      1  0.000080
        두통,비출혈,전신쇠약      1  0.000080
         기타통증,실신,마비      1  0.000080
       그 밖의출혈,기침,오심      1  0.000080
        두통,요통,경련/발작      1  0.000080
         두통,기타출혈,고열      1  0.000080
     기타이물질,기타,가슴불편감      1  0.000080
       정신장애,저체온증,오심      1  0.000080
              염좌,절단      1  0.000080
       의식장애,비출혈,타박상      1  0.000080
        비출혈,골절,전신쇠약      1  0.000080
       흉통,그 밖의출혈,기타      1  0.000080
      복통,의식장애,가슴불편감      1  0.000080
         요통,분만진통,기타      1  0.000080
        실신,기타출혈,찰과상      1  0.000080
           고열,기타,절단      1  0.000080
      흉통,호흡곤란,경련/발작      1  0.000080
         기타통증,실신,탈구      1  0.000080
          복통,토혈,찰과상      1  0.000080
         요통,호흡곤란,설사      1  0.000080
       저체온증,전신쇠약,기침      1  0.000080
           절단,오심,구토      1  0.000080
       정신장애,저체온증,구토      1  0.000080
         흉통,호흡곤란,혈변      1  0.000080
       호흡곤란,저체온증,골절      1  0.000080
         실신,화상,어지러움      1  0.000080
 그 밖의출혈,찰과상,그밖의통증기타      1  0.000080
            저체온증,고열      1  0.000080
       기타통증,정신장애,골절      1  0.000080
         호흡곤란,구토,마비      1  0.000080
        비출혈,전신쇠약,기침      1  0.000080
        정신장애,찰과상,설사      1  0.000080
         기타출혈,기타,오심      1  0.000080
    정신장애,전신쇠약,경련/발작      1  0.000080
    저체온증,그 밖의출혈,찰과상      1  0.000080
      고열,그 밖의출혈,타박상      1  0.000080
     염좌,찰과상,그밖의통증기타      1  0.000080
       복통,의식장애,기타출혈      1  0.000080
       고열,그 밖의출혈,절단      1  0.000080
         토혈,열상,어지러움      1  0.000080
    복통,그밖의통증기타,어지러움      1  0.000080
     기타통증,배뇨장애,경추통증      1  0.000080
      두통,그밖의통증기타,오심      1  0.000080
      심계항진,가슴불편감,구토      1  0.000080
     흉통,그밖의통증기타,타박상      1  0.000080
     두통,그밖의통증기타,타박상      1  0.000080
           실신,열상,혈변      1  0.000080
      요통,전신쇠약,가슴불편감      1  0.000080
       기도이물,그밖의통증기타      1  0.000080
      복통,토혈,그밖의통증기타      1  0.000080
    배뇨장애,그밖의통증기타,기타      1  0.000080
      복통,요통,그밖의통증기타      1  0.000080
      기타통증,분만진통,찰과상      1  0.000080
      고열,그밖의통증기타,설사      1  0.000080
       의식장애,저체온증,골절      1  0.000080
           오심/구토,염좌      1  0.000080
         의식장애,객혈,경련      1  0.000080
           두통,요통,탈구      1  0.000080
       객혈,경련,그 밖의출혈      1  0.000080
     의식장애,발작,그 밖의출혈      1  0.000080
            기도이물,열상      1  0.000080
         기타,전신쇠약,절단      1  0.000080
         골절,열상,전신쇠약      1  0.000080
        비출혈,호흡곤란,골절      1  0.000080
         의식장애,열상,절단      1  0.000080
         염좌,열상,전신쇠약      1  0.000080
           정신장애,편마비      1  0.000080
              흉통,절단      1  0.000080
              발작,토혈      1  0.000080
      호흡곤란,오심/구토,경련      1  0.000080
              발작,골절      1  0.000080
        흉통,호흡곤란,편마비      1  0.000080
