              value  count     ratio
         호흡곤란,토혈,기침      3  0.000240
       기타통증,호흡곤란,염좌      3  0.000240
       요통,고열,그 밖의출혈      3  0.000240
       복통,정신장애,어지러움      3  0.000240
         요통,실신,호흡곤란      3  0.000240
      호흡곤란,전신쇠약,타박상      3  0.000240
         기타통증,염좌,오심      3  0.000240
    그 밖의출혈,타박상,어지러움      3  0.000240
           복통,골절,탈구      3  0.000240
      어지러움,경련/발작,혈변      3  0.000240
        가슴불편감,경련/발작      3  0.000240
           복통,요통,골절      3  0.000240
          열상,타박상,오심      3  0.000240
         호흡곤란,객혈,토혈      3  0.000240
       복통,정신장애,전신쇠약      3  0.000240
       기타통증,배뇨장애,구토      3  0.000240
   호흡곤란,그 밖의출혈,전신쇠약      3  0.000240
         실신,호흡곤란,기침      3  0.000240
       기타통증,기타,압궤손상      3  0.000240
   전신쇠약,가슴불편감,경련/발작      3  0.000240
     그 밖의출혈,어지러움,혈변      3  0.000240
         배뇨장애,가슴불편감      3  0.000240
         기타,변비,어지러움      3  0.000240
            배뇨장애,구토      3  0.000240
        고열,경련/발작,마비      3  0.000240
       두통,고열,그 밖의출혈      3  0.000240
            요통,심계항진      3  0.000240
         열상,전신쇠약,설사      3  0.000240
          의식장애,심계항진      3  0.000240
      복통,심계항진,가슴불편감      3  0.000240
    의식장애,호흡곤란,가슴불편감      3  0.000240
           복통,열상,오심      3  0.000240
              골절,구토      3  0.000240
       그 밖의출혈,열상,마비      3  0.000240
           복통,설사,마비      3  0.000240
         흉통,심계항진,열상      3  0.000240
       호흡곤란,열상,전신쇠약      3  0.000240
     찰과상,그밖의통증기타,기타      3  0.000240
             찰과상,혈변      3  0.000240
            기타출혈,혈변      3  0.000240
        찰과상,전신쇠약,오심      3  0.000240
     그 밖의출혈,열상,압궤손상      3  0.000240
         의식장애,실신,마비      3  0.000240
        두통,열상,경련/발작      3  0.000240
        기타,설사,가슴불편감      3  0.000240
              실신,염좌      3  0.000240
       정신장애,어지러움,구토      3  0.000240
        의식장애,찰과상,구토      3  0.000240
        두통,가슴불편감,마비      3  0.000240
         호흡곤란,기타,변비      3  0.000240
       흉통,복통,그 밖의출혈      3  0.000240
       그밖의통증기타,어지러움      3  0.000240
      고열,그밖의통증기타,기타      3  0.000240
       의식장애,정신장애,열상      3  0.000240
      호흡곤란,찰과상,어지러움      3  0.000240
           경련/발작,혈변      3  0.000240
           요통,고열,오심      3  0.000240
    요통,호흡곤란,그밖의통증기타      3  0.000240
        두통,의식장애,심정지      3  0.000240
      그밖의통증기타,기타,오심      3  0.000240
         복통,심계항진,고열      3  0.000240
       호흡곤란,배뇨장애,변비      3  0.000240
            분만진통,열상      3  0.000240
       호흡곤란,열상,어지러움      3  0.000240
      요통,고열,그밖의통증기타      3  0.000240
          두통,비출혈,고열      3  0.000240
      두통,그밖의통증기타,기타      3  0.000240
       고열,찰과상,경련/발작      3  0.000240
        호흡곤란,골절,찰과상      3  0.000240
     기타출혈,그 밖의출혈,기타      3  0.000240
        열상,기타,경련/발작      3  0.000240
          두통,흉통,타박상      3  0.000240
        의식장애,비출혈,골절      3  0.000240
          흉통,요통,타박상      3  0.000240
        골절,찰과상,어지러움      3  0.000240
         흉통,의식장애,구토      3  0.000240
          복통,실신,타박상      3  0.000240
          요통,실신,타박상      3  0.000240
             흉통,심정지      3  0.000240
         요통,저체온증,기타      3  0.000240
       요통,기타통증,저체온증      3  0.000240
        두통,오심/구토,염좌      3  0.000240
              요통,화상      3  0.000240
            타박상,편마비      3  0.000240
      기타통증,저체온증,타박상      3  0.000240
     기타통증,발작,그 밖의출혈      3  0.000240
           두통,흉통,설사      3  0.000240
     기타통증,그 밖의출혈,설사      3  0.000240
      오심/구토,배뇨장애,설사      3  0.000240
             복통,편마비      3  0.000240
      복통,정신장애,오심/구토      3  0.000240
         의식장애,토혈,고열      3  0.000240
           복통,객혈,토혈      3  0.000240
        의식장애,경련,찰과상      3  0.000240
              실신,변비      3  0.000240
        실신,토혈,오심/구토      3  0.000240
         흉통,호흡곤란,골절      3  0.000240
      비출혈,그 밖의출혈,구토      3  0.000240
          비출혈,객혈,기침      3  0.000240
    기타통증,기타이물질,어지러움      3  0.000240
         두통,기타통증,변비      3  0.000240
        복통,기타이물질,오심      3  0.000240
       의식장애,호흡곤란,화상      3  0.000240
       기타통증,토혈,어지러움      3  0.000240
              골절,기침      3  0.000240
         기타통증,토혈,혈변      3  0.000240
       실신,타박상,경련/발작      3  0.000240
       실신,찰과상,경련/발작      3  0.000240
       그 밖의출혈,오심,구토      3  0.000240
         열상,어지러움,마비      3  0.000240
      요통,그 밖의출혈,타박상      3  0.000240
     기타통증,그 밖의출혈,구토      3  0.000240
        두통,경련/발작,마비      3  0.000240
        복통,비출혈,어지러움      3  0.000240
        흉통,비출혈,호흡곤란      3  0.000240
              탈구,마비      3  0.000240
         배뇨장애,변비,마비      3  0.000240
          의식장애,기타출혈      3  0.000240
       기타통증,호흡곤란,객혈      3  0.000240
       호흡곤란,기타출혈,기타      3  0.000240
         실신,기침,어지러움      3  0.000240
              변비,혈변      3  0.000240
        두통,정신장애,타박상      3  0.000240
       기타통증,심계항진,고열      3  0.000240
      의식장애,저체온증,찰과상      3  0.000240
       두통,기타통증,기도이물      3  0.000240
         요통,기침,어지러움      3  0.000240
         기타통증,고열,마비      3  0.000240
         객혈,전신쇠약,혈변      3  0.000240
       심계항진,호흡곤란,객혈      3  0.000240
     호흡곤란,배뇨장애,어지러움      3  0.000240
      비출혈,고열,그 밖의출혈      3  0.000240
      기타통증,골절,가슴불편감      3  0.000240
        두통,실신,가슴불편감      3  0.000240
       복통,호흡곤란,기타출혈      3  0.000240
           흉통,기타,마비      3  0.000240
      기침,어지러움,경련/발작      3  0.000240
         배뇨장애,설사,구토      3  0.000240
            정신장애,골절      3  0.000240
       기타,타박상,가슴불편감      3  0.000240
    기타통증,어지러움,경련/발작      3  0.000240
         요통,기타통증,기침      3  0.000240
          요통,타박상,오심      3  0.000240
        복통,호흡곤란,타박상      3  0.000240
         복통,배뇨장애,혈변      3  0.000240
          고열,타박상,구토      3  0.000240
       타박상,경련/발작,오심      3  0.000240
        설사,가슴불편감,오심      3  0.000240
              토혈,열상      3  0.000240
           두통,요통,설사      3  0.000240
         염좌,어지러움,오심      3  0.000240
         배뇨장애,기타,기침      3  0.000240
         복통,정신장애,오심      3  0.000240
           요통,토혈,혈변      3  0.000240
      복통,그밖의통증기타,기타      3  0.000240
        심정지,호흡정지,변비      3  0.000240
     복통,호흡곤란,그 밖의출혈      3  0.000240
      그밖의통증기타,가슴불편감      3  0.000240
           염좌,가슴불편감      3  0.000240
         복통,의식장애,실신      3  0.000240
         복통,호흡곤란,객혈      3  0.000240
            저체온증,마비      3  0.000240
        두통,복통,경련/발작      3  0.000240
      복통,그밖의통증기타,오심      3  0.000240
       두통,기타출혈,전신쇠약      3  0.000240
        비출혈,토혈,전신쇠약      3  0.000240
     요통,찰과상,그밖의통증기타      3  0.000240
         요통,기타통증,객혈      3  0.000240
            발작,호흡곤란      3  0.000240
             요통,편마비      3  0.000240
              열상,설사      3  0.000240
      비출혈,그 밖의출혈,염좌      3  0.000240
      호흡곤란,찰과상,전신쇠약      3  0.000240
         기타통증,염좌,기침      3  0.000240
         기타통증,발작,기타      3  0.000240
           기타이물질,설사      3  0.000240
        의식장애,고열,편마비      3  0.000240
       복통,오심/구토,찰과상      3  0.000240
          경련,열상,찰과상      3  0.000240
         기타,타박상,편마비      3  0.000240
         의식장애,고열,화상      3  0.000240
        기타이물질,설사,구토      3  0.000240
              골절,마비      3  0.000240
         객혈,토혈,전신쇠약      3  0.000240
          비출혈,오심,구토      3  0.000240
         복통,심계항진,설사      3  0.000240
           흉통,복통,변비      3  0.000240
         의식장애,토혈,구토      3  0.000240
         기타통증,실신,토혈      3  0.000240
          복통,비출혈,토혈      3  0.000240
          복통,고열,찰과상      3  0.000240
       기타통증,기타출혈,고열      3  0.000240
           토혈,고열,기타      3  0.000240
            실신,기도이물      3  0.000240
      복통,기타통증,가슴불편감      3  0.000240
      흉통,의식장애,경련/발작      3  0.000240
     심정지,호흡정지,가슴불편감      3  0.000240
        복통,찰과상,전신쇠약      3  0.000240
              골절,오심      3  0.000240
   기타통증,저체온증,그 밖의출혈      3  0.000240
      복통,고열,그밖의통증기타      3  0.000240
          찰과상,오심,구토      3  0.000240
         객혈,기타,어지러움      3  0.000240
         복통,열상,전신쇠약      3  0.000240
     비출혈,그 밖의출혈,타박상      3  0.000240
       그 밖의출혈,기타,혈변      3  0.000240
          호흡정지,호흡곤란      3  0.000240
       정신장애,저체온증,기타      3  0.000240
         경련,열상,어지러움      3  0.000240
         두통,경련,전신쇠약      3  0.000240
       두통,토혈,그 밖의출혈      3  0.000240
        실신,비출혈,호흡곤란      3  0.000240
          고열,기타,편마비      3  0.000240
        기타이물질,기타,구토      3  0.000240
         기타통증,기타,혈변      3  0.000240
       의식장애,정신장애,고열      3  0.000240
         의식장애,골절,탈구      3  0.000240
          흉통,요통,찰과상      3  0.000240
           흉통,복통,열상      3  0.000240
     그 밖의출혈,그밖의통증기타      3  0.000240
         골절,기타,어지러움      3  0.000240
        의식장애,골절,타박상      3  0.000240
      심정지,그 밖의출혈,열상      3  0.000240
         복통,기타통증,탈구      3  0.000240
        실신,경련/발작,마비      3  0.000240
         기타출혈,경련/발작      3  0.000240
         복통,호흡곤란,열상      3  0.000240
           복통,열상,구토      3  0.000240
       배뇨장애,그밖의통증기타      3  0.000240
     그밖의통증기타,기타,타박상      3  0.000240
          배뇨장애,저체온증      3  0.000240
         저체온증,오심,구토      3  0.000240
         기타통증,객혈,열상      2  0.000160
         복통,기타통증,객혈      2  0.000160
  정신장애,기타이물질,그 밖의출혈      2  0.000160
       실신,토혈,그 밖의출혈      2  0.000160
   비출혈,오심/구토,그 밖의출혈      2  0.000160
       의식장애,발작,전신쇠약      2  0.000160
         찰과상,기타,편마비      2  0.000160
      발작,오심/구토,전신쇠약      2  0.000160
           두통,골절,염좌      2  0.000160
              흉통,경련      2  0.000160
         호흡곤란,경련,기타      2  0.000160
         경련,전신쇠약,설사      2  0.000160
        경련,전신쇠약,편마비      2  0.000160
    오심/구토,그 밖의출혈,설사      2  0.000160
          경련,찰과상,기타      2  0.000160
         기타통증,발작,열상      2  0.000160
          그 밖의출혈,화상      2  0.000160
       흉통,기타통증,배뇨장애      2  0.000160
          두통,복통,찰과상      2  0.000160
      정신장애,오심/구토,기타      2  0.000160
       요통,배뇨장애,전신쇠약      2  0.000160
       정신장애,전신쇠약,설사      2  0.000160
             발작,타박상      2  0.000160
      의식장애,저체온증,타박상      2  0.000160
         두통,기타통증,화상      2  0.000160
        실신,오심/구토,열상      2  0.000160
           실신,경련,기타      2  0.000160
         기타통증,경련,탈구      2  0.000160
       실신,오심/구토,타박상      2  0.000160
    그 밖의출혈,전신쇠약,타박상      2  0.000160
       실신,비출혈,오심/구토      2  0.000160
     오심/구토,기타이물질,기타      2  0.000160
           실신,고열,경련      2  0.000160
       오심/구토,열상,타박상      2  0.000160
       토혈,그 밖의출혈,열상      2  0.000160
        분만진통,그 밖의출혈      2  0.000160
         두통,기타,사지마비      2  0.000160
        의식장애,열상,편마비      2  0.000160
          흉통,복통,심정지      2  0.000160
              요통,발작      2  0.000160
          토혈,열상,찰과상      2  0.000160
      정신장애,전신쇠약,편마비      2  0.000160
       찰과상,어지러움,편마비      2  0.000160
           기도이물,타박상      2  0.000160
       실신,기타출혈,전신쇠약      2  0.000160
      기타통증,오심/구토,변비      2  0.000160
         오심/구토,분만진통      2  0.000160
       복통,비출혈,오심/구토      2  0.000160
            열상,사지마비      2  0.000160
     비출혈,오심/구토,전신쇠약      2  0.000160
         기타통증,골절,절단      2  0.000160
           복통,요통,실신      2  0.000160
        흉통,실신,오심/구토      2  0.000160
       실신,발작,그 밖의출혈      2  0.000160
      오심/구토,기침,어지러움      2  0.000160
        호흡곤란,기타,편마비      2  0.000160
           기타,화상,기침      2  0.000160
     오심/구토,전신쇠약,타박상      2  0.000160
     그 밖의출혈,골절,전신쇠약      2  0.000160
             심정지,열상      2  0.000160
        요통,기타,가슴불편감      2  0.000160
        요통,호흡곤란,찰과상      2  0.000160
       흉통,기타통증,정신장애      2  0.000160
         의식장애,기타,설사      2  0.000160
         기타통증,화상,기침      2  0.000160
     기타통증,비출혈,경련/발작      2  0.000160
            두통,저체온증      2  0.000160
        기타이물질,설사,오심      2  0.000160
           실신,기타이물질      2  0.000160
         기타통증,구토,혈변      2  0.000160
        기타통증,비출혈,탈구      2  0.000160
        복통,고열,기타이물질      2  0.000160
     기타통증,비출혈,기타이물질      2  0.000160
      호흡곤란,기타이물질,설사      2  0.000160
    기타통증,정신장애,기타이물질      2  0.000160
         기타통증,객혈,골절      2  0.000160
      두통,호흡곤란,기타이물질      2  0.000160
      비출혈,토혈,그 밖의출혈      2  0.000160
     기타통증,찰과상,경련/발작      2  0.000160
     기타통증,기타출혈,전신쇠약      2  0.000160
           탈구,염좌,기타      2  0.000160
        의식장애,비출혈,토혈      2  0.000160
              염좌,설사      2  0.000160
         의식장애,객혈,기타      2  0.000160
     의식장애,정신장애,어지러움      2  0.000160
     그 밖의출혈,골절,압궤손상      2  0.000160
        요통,실신,경련/발작      2  0.000160
           실신,구토,혈변      2  0.000160
         요통,기타통증,마비      2  0.000160
    기타이물질,그 밖의출혈,기타      2  0.000160
      그 밖의출혈,찰과상,오심      2  0.000160
       기도이물,기타,어지러움      2  0.000160
         열상,전신쇠약,오심      2  0.000160
       그 밖의출혈,가슴불편감      2  0.000160
       그 밖의출혈,열상,설사      2  0.000160
           실신,열상,구토      2  0.000160
  기타통증,그 밖의출혈,경련/발작      2  0.000160
         호흡곤란,고열,변비      2  0.000160
        요통,분만진통,찰과상      2  0.000160
         골절,전신쇠약,오심      2  0.000160
     정신장애,심계항진,호흡곤란      2  0.000160
       고열,그 밖의출혈,설사      2  0.000160
        두통,호흡곤란,타박상      2  0.000160
          찰과상,기타,기침      2  0.000160
        기타통증,비출혈,구토      2  0.000160
        두통,기타이물질,기타      2  0.000160
        토혈,기타,가슴불편감      2  0.000160
       두통,그 밖의출혈,염좌      2  0.000160
        고열,설사,가슴불편감      2  0.000160
       기타출혈,고열,전신쇠약      2  0.000160
      의식장애,토혈,경련/발작      2  0.000160
         기타출혈,기타,기침      2  0.000160
       호흡곤란,기도이물,구토      2  0.000160
       흉통,의식장애,전신쇠약      2  0.000160
        요통,의식장애,찰과상      2  0.000160
       의식장애,전신쇠약,혈변      2  0.000160
       정신장애,호흡곤란,고열      2  0.000160
       호흡곤란,배뇨장애,기침      2  0.000160
        설사,경련/발작,구토      2  0.000160
        토혈,가슴불편감,오심      2  0.000160
      요통,호흡곤란,가슴불편감      2  0.000160
         심정지,골절,찰과상      2  0.000160
           두통,실신,마비      2  0.000160
           토혈,고열,설사      2  0.000160
        비출혈,고열,어지러움      2  0.000160
         의식장애,설사,혈변      2  0.000160
             타박상,혈변      2  0.000160
         실신,변비,어지러움      2  0.000160
         변비,어지러움,구토      2  0.000160
           복통,요통,혈변      2  0.000160
         복통,정신장애,고열      2  0.000160
        흉통,실신,가슴불편감      2  0.000160
    정신장애,전신쇠약,가슴불편감      2  0.000160
       요통,기타통증,분만진통      2  0.000160
      호흡곤란,변비,가슴불편감      2  0.000160
         흉통,열상,어지러움      2  0.000160
           토혈,고열,기침      2  0.000160
        기침,가슴불편감,구토      2  0.000160
      호흡곤란,경련/발작,구토      2  0.000160
         기타통증,실신,설사      2  0.000160
        기타통증,타박상,화상      2  0.000160
         실신,정신장애,열상      2  0.000160
        실신,설사,가슴불편감      2  0.000160
         복통,저체온증,기타      2  0.000160
          두통,비출혈,객혈      2  0.000160
          흉통,복통,타박상      2  0.000160
     두통,배뇨장애,그 밖의출혈      2  0.000160
     기타통증,타박상,경련/발작      2  0.000160
           흉통,실신,열상      2  0.000160
        두통,가슴불편감,구토      2  0.000160
      그 밖의출혈,찰과상,구토      2  0.000160
      요통,기타통증,가슴불편감      2  0.000160
         두통,요통,호흡곤란      2  0.000160
       실신,정신장애,전신쇠약      2  0.000160
       기타통증,의식장애,오심      2  0.000160
     기타통증,정신장애,경추통증      2  0.000160
      기타통증,고열,경련/발작      2  0.000160
         두통,변비,어지러움      2  0.000160
          실신,염좌,타박상      2  0.000160
       의식장애,배뇨장애,기타      2  0.000160
         복통,정신장애,설사      2  0.000160
             비출혈,마비      2  0.000160
          탈구,찰과상,기타      2  0.000160
         전신쇠약,기침,혈변      2  0.000160
      설사,어지러움,경련/발작      2  0.000160
      찰과상,압궤손상,어지러움      2  0.000160
         복통,비출혈,찰과상      2  0.000160
           심정지,전신쇠약      2  0.000160
       정신장애,호흡곤란,오심      2  0.000160
         실신,호흡곤란,마비      2  0.000160
       기도이물,어지러움,오심      2  0.000160
       정신장애,호흡곤란,열상      2  0.000160
         흉통,호흡곤란,변비      2  0.000160
       복통,기타통증,심계항진      2  0.000160
          두통,고열,타박상      2  0.000160
     기타통증,의식장애,기도이물      2  0.000160
            심정지,찰과상      2  0.000160
          두통,실신,심정지      2  0.000160
         흉통,요통,의식장애      2  0.000160
     열상,그밖의통증기타,타박상      2  0.000160
      두통,열상,그밖의통증기타      2  0.000160
         호흡곤란,객혈,혈변      2  0.000160
     복통,기타출혈,그 밖의출혈      2  0.000160
        골절,찰과상,전신쇠약      2  0.000160
       복통,배뇨장애,기타출혈      2  0.000160
        실신,비출혈,어지러움      2  0.000160
             비출혈,설사      2  0.000160
            의식장애,염좌      2  0.000160
       정신장애,열상,어지러움      2  0.000160
         요통,배뇨장애,구토      2  0.000160
         호흡곤란,기타,화상      2  0.000160
       의식장애,호흡곤란,마비      2  0.000160
       저체온증,전신쇠약,설사      2  0.000160
       기타통증,의식장애,염좌      2  0.000160
        실신,기타이물질,마비      2  0.000160
       복통,배뇨장애,어지러움      2  0.000160
          흉통,비출혈,열상      2  0.000160
       실신,찰과상,가슴불편감      2  0.000160
     요통,그밖의통증기타,타박상      2  0.000160
      열상,그밖의통증기타,기타      2  0.000160
             심정지,토혈      2  0.000160
    두통,그밖의통증기타,전신쇠약      2  0.000160
         골절,절단,압궤손상      2  0.000160
      어지러움,가슴불편감,마비      2  0.000160
        흉통,의식장애,찰과상      2  0.000160
           두통,토혈,설사      2  0.000160
          요통,타박상,마비      2  0.000160
           두통,기침,설사      2  0.000160
           실신,토혈,기타      2  0.000160
      두통,고열,그밖의통증기타      2  0.000160
          두통,타박상,마비      2  0.000160
         심계항진,경련/발작      2  0.000160
     의식장애,그 밖의출혈,구토      2  0.000160
        의식장애,실신,찰과상      2  0.000160
       찰과상,경련/발작,오심      2  0.000160
   그밖의통증기타,기타,가슴불편감      2  0.000160
      요통,염좌,그밖의통증기타      2  0.000160
        복통,실신,경련/발작      2  0.000160
         배뇨장애,고열,오심      2  0.000160
              토혈,마비      2  0.000160
       기타통증,정신장애,염좌      2  0.000160
     흉통,호흡곤란,그 밖의출혈      2  0.000160
          정신장애,분만진통      2  0.000160
        기타,설사,경련/발작      2  0.000160
    배뇨장애,고열,그밖의통증기타      2  0.000160
       심계항진,기침,어지러움      2  0.000160
            요통,경추통증      2  0.000160
         기도이물,기침,오심      2  0.000160
         배뇨장애,고열,기침      2  0.000160
       요통,심계항진,어지러움      2  0.000160
          정신장애,배뇨장애      2  0.000160
    기타통증,심계항진,오심/구토      2  0.000160
    의식장애,그 밖의출혈,편마비      2  0.000160
         호흡곤란,염좌,열상      2  0.000160
       기타통증,배뇨장애,열상      2  0.000160
       흉통,요통,그 밖의출혈      2  0.000160
          호흡곤란,기타출혈      2  0.000160
              흉통,탈구      2  0.000160
         비출혈,염좌,찰과상      2  0.000160
         전신쇠약,기침,변비      2  0.000160
           두통,고열,경련      2  0.000160
        오심/구토,기침,설사      2  0.000160
            기도이물,골절      2  0.000160
          요통,비출혈,염좌      2  0.000160
       발작,그 밖의출혈,열상      2  0.000160
    비출혈,그 밖의출혈,전신쇠약      2  0.000160
    오심/구토,기타출혈,전신쇠약      2  0.000160
             비출혈,경련      2  0.000160
        의식장애,실신,편마비      2  0.000160
       기타통증,객혈,전신쇠약      2  0.000160
        흉통,오심/구토,경련      2  0.000160
       기타통증,경련,전신쇠약      2  0.000160
       의식장애,골절,전신쇠약      2  0.000160
           찰과상,사지마비      2  0.000160
       의식장애,발작,호흡곤란      2  0.000160
        토혈,오심/구토,설사      2  0.000160
    오심/구토,고열,그 밖의출혈      2  0.000160
           흉통,복통,토혈      2  0.000160
            기타출혈,마비      2  0.000160
          심계항진,기도이물      2  0.000160
      기타통증,기타이물질,골절      2  0.000160
          그 밖의출혈,마비      2  0.000160
         두통,심계항진,기침      2  0.000160
    비출혈,호흡곤란,그 밖의출혈      2  0.000160
       두통,배뇨장애,전신쇠약      2  0.000160
           변비,가슴불편감      2  0.000160
           객혈,경련/발작      2  0.000160
       요통,저체온증,전신쇠약      2  0.000160
      심정지,호흡곤란,기도이물      2  0.000160
        실신,가슴불편감,구토      2  0.000160
         복통,전신쇠약,마비      2  0.000160
       복통,그 밖의출혈,혈변      2  0.000160
         요통,설사,어지러움      2  0.000160
     호흡곤란,그 밖의출혈,혈변      2  0.000160
     그 밖의출혈,전신쇠약,혈변      2  0.000160
       정신장애,전신쇠약,구토      2  0.000160
              기침,혈변      2  0.000160
          복통,비출혈,설사      2  0.000160
     기타통증,배뇨장애,기타출혈      2  0.000160
     호흡곤란,토혈,그 밖의출혈      2  0.000160
      기침,어지러움,가슴불편감      2  0.000160
         복통,심계항진,오심      2  0.000160
         흉통,기침,어지러움      2  0.000160
      호흡곤란,경련/발작,마비      2  0.000160
          열상,찰과상,절단      2  0.000160
         호흡곤란,설사,혈변      2  0.000160
         요통,의식장애,열상      2  0.000160
        고열,타박상,어지러움      2  0.000160
         두통,심계항진,구토      2  0.000160
     그 밖의출혈,전신쇠약,설사      2  0.000160
           두통,흉통,기침      2  0.000160
           복통,골절,설사      2  0.000160
       배뇨장애,고열,어지러움      2  0.000160
         기침,어지러움,혈변      2  0.000160
          심계항진,배뇨장애      2  0.000160
           객혈,토혈,기타      2  0.000160
         심계항진,고열,기침      2  0.000160
           흉통,객혈,기타      2  0.000160
        고열,가슴불편감,구토      2  0.000160
         찰과상,타박상,기침      2  0.000160
       그 밖의출혈,기타,기침      2  0.000160
          비출혈,토혈,혈변      2  0.000160
         복통,객혈,어지러움      2  0.000160
      기타통증,고열,가슴불편감      2  0.000160
           두통,골절,오심      2  0.000160
          복통,찰과상,구토      2  0.000160
     고열,그 밖의출혈,어지러움      2  0.000160
         기타통증,골절,기침      2  0.000160
          기타,타박상,기침      2  0.000160
        비출혈,호흡곤란,기타      2  0.000160
          실신,고열,타박상      2  0.000160
      요통,어지러움,경련/발작      2  0.000160
         호흡곤란,오심,혈변      2  0.000160
           두통,요통,변비      2  0.000160
            정신장애,화상      2  0.000160
           실신,열상,기침      2  0.000160
      토혈,어지러움,경련/발작      2  0.000160
           기타,기침,변비      2  0.000160
        의식장애,토혈,타박상      2  0.000160
         객혈,어지러움,오심      2  0.000160
           객혈,기침,혈변      2  0.000160
            절단,어지러움      2  0.000160
      기타통증,경련/발작,구토      2  0.000160
           실신,토혈,열상      2  0.000160
        두통,흉통,경련/발작      2  0.000160
     그 밖의출혈,전신쇠약,구토      2  0.000160
        기타통증,비출혈,오심      2  0.000160
         기타,절단,압궤손상      2  0.000160
           흉통,열상,기타      2  0.000160
        정신장애,열상,타박상      2  0.000160
           고열,구토,마비      2  0.000160
     의식장애,그 밖의출혈,절단      2  0.000160
       복통,배뇨장애,저체온증      2  0.000160
    심계항진,호흡곤란,기타이물질      2  0.000160
           요통,실신,열상      2  0.000160
           복통,골절,기타      2  0.000160
        요통,호흡곤란,타박상      2  0.000160
            배뇨장애,열상      2  0.000160
          복통,비출혈,열상      2  0.000160
      의식장애,기타,가슴불편감      2  0.000160
          고열,타박상,기침      2  0.000160
       기타통증,의식장애,탈구      2  0.000160
   호흡곤란,가슴불편감,경련/발작      2  0.000160
          흉통,골절,타박상      2  0.000160
        복통,비출혈,전신쇠약      2  0.000160
     두통,찰과상,그밖의통증기타      2  0.000160
       기타통증,토혈,저체온증      2  0.000160
           요통,설사,오심      2  0.000160
              염좌,화상      2  0.000160
     기타통증,심계항진,경추통증      2  0.000160
       저체온증,찰과상,타박상      2  0.000160
     흉통,찰과상,그밖의통증기타      2  0.000160
           설사,구토,마비      2  0.000160
       의식장애,기도이물,기타      2  0.000160
         두통,복통,저체온증      2  0.000160
           두통,객혈,고열      2  0.000160
          골절,타박상,오심      2  0.000160
       의식장애,기침,어지러움      2  0.000160
           두통,토혈,혈변      2  0.000160
         두통,객혈,어지러움      2  0.000160
           두통,토혈,구토      2  0.000160
           두통,객혈,토혈      2  0.000160
        두통,요통,가슴불편감      2  0.000160
            기도이물,오심      2  0.000160
              흉통,염좌      2  0.000160
          두통,찰과상,화상      2  0.000160
         정신장애,고열,열상      2  0.000160
   그 밖의출혈,타박상,경련/발작      2  0.000160
       심계항진,찰과상,타박상      2  0.000160
         실신,전신쇠약,혈변      2  0.000160
           토혈,가슴불편감      2  0.000160
        찰과상,어지러움,마비      2  0.000160
      어지러움,가슴불편감,혈변      2  0.000160
     호흡곤란,그 밖의출혈,골절      2  0.000160
    요통,그밖의통증기타,전신쇠약      2  0.000160
    호흡곤란,오심/구토,배뇨장애      2  0.000160
         고열,경련,어지러움      2  0.000160
      심정지,그 밖의출혈,골절      2  0.000160
           복통,실신,발작      2  0.000160
         발작,기타,전신쇠약      2  0.000160
    실신,오심/구토,그 밖의출혈      2  0.000160
         실신,경련,전신쇠약      2  0.000160
         발작,기타,어지러움      2  0.000160
        오심/구토,기타,변비      2  0.000160
         의식장애,발작,기타      2  0.000160
         요통,염좌,전신쇠약      2  0.000160
        기타통증,경련,타박상      2  0.000160
        고열,전신쇠약,편마비      2  0.000160
      오심/구토,전신쇠약,변비      2  0.000160
       기타통증,의식장애,경련      2  0.000160
            설사,사지마비      2  0.000160
            흉통,저체온증      2  0.000160
       비출혈,오심/구토,기타      2  0.000160
         기타통증,실신,화상      2  0.000160
           편마비,사지마비      2  0.000160
         객혈,토혈,어지러움      2  0.000160
         두통,의식장애,경련      2  0.000160
         두통,기도이물,기침      2  0.000160
         염좌,기타,어지러움      2  0.000160
        오심/구토,경련,열상      2  0.000160
              경련,절단      2  0.000160
           복통,토혈,열상      2  0.000160
     기타통증,전신쇠약,사지마비      2  0.000160
            경련,사지마비      2  0.000160
      오심/구토,배뇨장애,기타      2  0.000160
       기타통증,분만진통,열상      2  0.000160
     의식장애,토혈,그 밖의출혈      2  0.000160
      심정지,호흡정지,압궤손상      2  0.000160
           골절,열상,마비      2  0.000160
         흉통,요통,전신쇠약      2  0.000160
       기타통증,탈구,전신쇠약      2  0.000160
        고열,기타이물질,설사      2  0.000160
         두통,의식장애,토혈      2  0.000160
         기도이물,오심,구토      2  0.000160
              염좌,변비      2  0.000160
    호흡곤란,기타이물질,전신쇠약      2  0.000160
      의식장애,기침,경련/발작      2  0.000160
       호흡곤란,어지러움,마비      2  0.000160
       비출혈,열상,경련/발작      2  0.000160
         골절,어지러움,오심      2  0.000160
       호흡곤란,배뇨장애,혈변      2  0.000160
           복통,변비,혈변      2  0.000160
    그 밖의출혈,기타,경련/발작      2  0.000160
            실신,배뇨장애      2  0.000160
        저체온증,열상,찰과상      2  0.000160
        흉통,호흡곤란,타박상      2  0.000160
     기타통증,그 밖의출혈,마비      2  0.000160
         객혈,어지러움,혈변      2  0.000160
         심계항진,고열,오심      2  0.000160
       호흡곤란,배뇨장애,설사      2  0.000160
       정신장애,고열,어지러움      2  0.000160
         심계항진,기타,구토      2  0.000160
        실신,고열,가슴불편감      2  0.000160
